cpt_code,cpt_name
86906,"BLOOD TYPING, RH PHENOTYPE"
86910,"BLOOD TYPING, PATERNITY TEST"
86911,"BLOOD TYPING, ANTIGEN SYSTEM"
86915,BONE MARROW/STEM CELL PREP
86920,"PR CHG COMPATIBILITY TEST,SPIN TECH"
86921,COMPATIBILITY TEST
86922,COMPATIBILITY TEST
86923,"COMPATIBILITY TEST, ELECTRIC"
86927,"CHG PLASMA, FRESH FROZEN"
86930,"CHG FROZEN BLOOD,FREEZING"
86931,"CHG FROZEN BLOOD,THAWING"
86932,"CHG FROZEN BLOOD,FREEZING & THAWING"
86940,CHG HEMOLYSINS/AGGLUTININS AUTO
86941,HEMOLYSINS/AGGLUTININS
86945,BLOOD PRODUCT/IRRADIATION
86950,CHG LEUKACYTE TRANSFUSION
86960,"HB - PACKING WHOLE BLOOD, EACH UNIT"
86965,POOLING BLOOD PLATELETS
86970,PR CHG RBC PRETREATMENT/CHEM OR DRUGS
86971,CHG RBC PRETREATMENT/ENZYM
86972,CHG RBC PRETREATMENT/DEN GRAD SEP
86975,"CHG RBC PRETREATMENT,SERUM W DRUGS"
86976,"CHG RBC PRETREATMENT,SERUM DILUTN"
86977,"CHG RBC PRETREATMENT,SERUM INHIB"
86978,"CHG RBC PRETREAT,SERUM DIFF RBC ABSO"
86985,PR CHG SPLIT BLOOD OR PRODUCTS
86999,PR CHG TRANSFUSION PROCEDURE
87001,CHG SMALL ANIMAL INOC W OBSERV
87003,CHG SMALL ANIMAL INOC W OBSERV/DISSEC
87015,"PR CHG SPECIMEN CONCENTRAT, INFECT AGENTS"
87040,"CULTURE, BLOOD (ROUTINE)"
87045,"CULTURE, STOOL"
87046,"PR CHG STOOL CULTURE, ADDL PATHOGENS"
87060,"CULTURE, THROAT"
87070,"CULTURE, BACTERIA, OTHER"
87071,CULTURE BACTERI AEROBIC OTHR
87072,STREP SCREEN - BETA GROUP A
87073,CULTURE BACTERIA ANAEROBIC
87075,CULTURE BACTERIA ANAEROBIC
87076,"CULTURE ANAEROBE IDENT, EACH"
87077,CULTURE AEROBIC IDENTIFY
87081,"CULTURE, PRESUMPTIVE SCREEN"
87082,CULTURE SPECIMEN BY KIT
87083,CULTURE SPECIMENS BY KIT
87084,CULTURE OF SPECIMEN BY KIT
87085,"CULTURE SPECIMEN BY KIT, COLONY CNT"
87086,"CULTURE, URINE"
87087,"URINE BACTERIA CULTURE, BY KIT"
87088,"PR URINE BACT CULT ID, EACH"
87101,FUNGAL DERM CULTURE
87102,FUNGUS ISOLATION CULTURE (INCUBATION)
87103,"CULTURE FUNGI, BLOOD"
87106,"FUNGI ID, YEAST (CULTURE AND SENSITIVITY)"
87107,"FUNGI IDENTIFICATION, MOLD"
87109,CHG MYCOPLASMA CULTURE
87110,CHLAMYDIA CULTURE
87116,CULTURE TB/AFB/MYCOBACTERIA
87117,"MYCOBACTERIA CULTURE, CONCENTRATION"
87118,CHG MYCOBACTERIA IDENTIFICATION
87140,CULTUR TYPE IMMUNOFLUORESC
87143,"CHG CULTURE TYPING, GLC METHOD"
87145,"CULTURE TYPING, PHAGE METHOD"
87147,"CHG CULTURE TYPING, SEROLOGIC"
87149,"CULTURE TYPE, NUCLEIC ACID"
87150,"DNA/RNA, AMPLIFIED PROBE"
87151,"CULTURE TYPING,SEROLOGIC SPECIATION"
87152,"CHG CULTURE TYPING, PULSE FIELD GEL"
87153,DNA/RNA SEQUENCING
87155,"CULTURE TYPING, PRECIPITIN METHOD"
87158,"CHG CULTURE TYPING, ADDED METHOD"
87163,SPECIAL MICROBIOLOGY CULTURE
87164,CHG DARK FIELD EXAM W SPEC COLLECTN
87166,CHG DARK FIELD EXAM
87168,ARTHROPOD IDENTIFICATION
87169,MACACROSCOPIC EXAM PARASITE
87172,PINWORM EXAM
87174,"ENDOTOXIN, BACTERIAL, CHEMICAL"
87175,"ASSAY, ENDOTOXIN, BACTERIAL"
87176,"CHG HOMOGENIZATION, TISSUE FOR CULTURE"
87177,OVA & PARASITE EXAM
87178,MICROBE IDENTIFICATION
87179,MICROBE IDENT W/AMPLIFICATION
87181,"MICROBE SUSCEPTIBLE, DIFFUSE"
87184,"MICROBE SUSCEPTIBLE, DISK"
87185,"CHG ANTIBIOTIC SENS,ENZYME DETECTION,EACH"
87186,"MICROBE SUSCEPTIBLE, MIC"
87187,"CHG ANTIBIOTIC SENS,MLC,EACH"
87188,"CHG ANTIBIOTIC SENS,MACROTUB DIL"
87190,CHG TB ANTIBIOTIC SENSITIVITY
87192,"ANTIBIOTIC SENSITIVITY, EACH"
87197,"BACTERICIDAL LEVEL, SERUM"
87198,CHG DELETED 2003
87199,CHG DELETED 2003
87205,"PR CHG SMEAR,PRIMARY W/INTERP"
87206,"PR CHG SMEAR,FLUOR STAIN,INTERP"
87207,"PR CHG SMEAR,INCLUSION BODIES/PARASITES,INTERP"
87208,"SMEAR, STAIN & INTERPRET, DRY"
87209,HB - OVA & PARASITE TRICHROME STAIN
87210,"POCT FERN TEST, SALIVA"
87211,"SMEAR, STAIN & INTERPRET, WET & DRY"
87220,KOH WET MOUNT FOR SKIN/HAIR/NAILS OFFICE
87230,"ASSAY, TOXIN OR ANTITOXIN"
87250,"PR CHG VIRUS ID,INOC TEST,OBS/DISSECT"
87252,HERPES SIMPLEX CULTURE
87253,"CHG VIRUS ID,INOC TEST,ADDNL"
87254,"PR CHG VIRUS ID;CENTRIF ENH TECH,W/IMMUNOFLUOR"
87255,"GENET VIRUS ISOLATE, HSV"
87260,"ADENOVIRUS AG, IF"
87265,"CHG PERTUSSIS AG, DFA"
87267,"CHG ENTEROVIRUS AG,DFA"
87269,"CHG GIARDIA AG, IF"
87270,"CHG CHYLMD TRACH AG, DFA"
87271,"CHG CYTOMEGALOVIRUS AG,DFA"
87272,CRYPTOSPORIDIUM ANTIGEN
87273,"CHG HERPES SIMPLEX TYPE 2 AG, DFA"
87274,"CHG HERPES SIMPLEX I AG, FLUOR"
87275,"CHG INFLUENZA B AG, DFA"
87276,"CHG INFLUENZA AG, DFA"
87277,"CHG LEGIONELLA MICDADEI AG, DFA"
87278,"CHG LEGION PNEUMO AG, DFA"
87279,"CHG PARAINFLUENZA AG, DFA, EACH"
87280,"PR CHG RESP SYNCYTIAL AG, DFA"
87281,"PNEUMOCYSTIS CARINII, AG, IF"
87283,"CHG RUBEOLA AG, DFA"
87285,"CHG TREPON PALLIDUM AG, DFA"
87290,"CHG VARICELLA AG, DFA"
87299,"CHG AG DETECTION NOS, FLUOR"
87300,"AG DETECTION, POLYVAL, IF"
87301,CHG IAAD IA ADENOVIRUS ENTERIC TYP 40/41
87305,CHG IAAD IA QUAL/SEMIQUAN MULTIPLE STEP ASPERGILLUS
87314,HCHG XR FINGER 4TH RING RIGHT
87320,CHG IAAD IA CHLAMYDIA TRACHOMATIS
87324,CHG IAAD IA CLOSTRIDIUM DIFFICILE TOXIN
87327,CHG IAAD IA CRYPTOCOCCUS NEOFORMANS
87328,CHG IAAD IA CRYPTOSPORIDIUM
87329,CHG IAAD IA GIARDIA
87332,CHG IAAD IA CYTOMEGALOVIRUS
87335,CHG IAAD IA ESCHERICHIA COLI 0157
87336,CHG IAAD IA ENTAMOEBA HISTOLYTICA DISPAR GRP
87337,CHG IAAD IA ENTAMOEBA HISTOLYTICA GRP
87338,CHG IAAD IA HPYLORI STOOL
87339,CHG IAAD IA HPYLORI
87340,CHG IAAD IA HEPATITIS B SURFACE ANTIGEN
87341,CHG IAAD IA HEPATITIS B SURFACE AG NEUTRALIZATION
87350,CHG IAAD IA HEPATITIS BE ANTIGEN
87380,CHG IAAD IA HEPATITIS DELTA ANTIGEN
87385,CHG IAAD IA HISTOPLASM CAPSULATUM
87389,CHG IAAD IA HIV-1 AG W/HIV-1 & HIV-2 ANTBDY SINGLE
87390,CHG IAAD IA HIV-1
87391,CHG IAAD IA HIV-2
87400,CHG IAAD IA INFLUENZA A/B EACH
87420,CHG IAAD IA RESPIRATORY SYNCTIAL VIRUS
87425,CHG IAAD IA ROTAVIRUS
87426,PR IAAD IA SEVERE AQT RESPIR SYND CORONAVIRUS
87427,CHG IAAD IA SHIGA-LIKE TOXIN
87430,CHG IAAD IA STREPTOCOCCUS GROUP A
87449,CHG IAAD IA MULT STEP METHOD NOS EACH ORGANISM
87450,CHG IAAD IA SINGLE STEP METHOD NOS EA ORGANISM
87451,CHG IAAD IA POLYV MLT ORGANISMS EA POLYV ANTISERUM
87469,"HB CMV, SALIVA, NEONATES, PCR"
87470,"BARTONELLA, DNA, DIR PROBE"
87471,"BARTONELLA, DNA, AMP PROBE"
87472,"BARTONELLA, DNA, QUANT"
87475,"CHG LYME DIS, DNA, DIR PROBE"
87476,LYME DISEASE PCR
87477,"CHG LYME DIS, DNA, QUANT"
87480,"CANDIDA, DNA, DIR PROBE"
87481,"CANDIDA, DNA, AMP PROBE"
87482,"CANDIDA, DNA, QUANT"
87483,CHG CNS DNA/RNA AMP PROBE MULTIPLE SUBTYPES 12-25
87485,"CHG CHYLMD PNEUM, DNA, DIR PROBE"
87486,"CHYLMD PNEUM, DNA, AMP PROBE"
87487,"CHG CHYLMD PNEUM, DNA, QUANT"
87490,"CHYLMD TRACH, DNA, DIR PROBE"
87491,CHLAMYDIA TRACHOMATIS PCR METHOD
87492,"CHG CHYLMD TRACH, DNA, QUANT"
87493,CLOSTRIDIUM DIFFICILE PCR
87495,"CHG CYTOMEG, DNA, DIR PROBE"
87496,"CHG CYTOMEG, DNA, AMP PROBE"
87497,CYTOMEGALOVIRUS VIRAL LOAD PCR
87498,CHG IADNA ENTEROVIRUS AMPLIF PROBE & REVRSE TRNSCRIP
87499,"HB - CLOSTRIDIUM DIFFICILE, GDH ANTIGEN"
87500,HB VANCOMYCIN RESISTANCE
87501,CHG INFECTIOUS AGENT DNA/RNA INFLUENZA EA TYPE
87502,CHG INFECTIOUS AGENT DNA/RNA INFLUENZA 1ST 2 TYPES
87503,CHG NFCT AGENT DNA/RNA INFLUENZA >2 TYPES EA ADDL
87505,CHG NFCT AGENT DNA/RNA GASTROINTESTINAL PATHOGEN
87506,CHG IADNA-DNA/RNA GI PTHGN MULTIPLEX PROBE TQ 6-11
87507,"CB FILMARRAY GASTROINTESTINAL (GI) PANEL, STOOL"
87510,"GARDNER VAG, DNA, DIR PROBE"
87511,"GARDNER VAG, DNA, AMP PROBE"
87512,"GARDNER VAG, DNA, QUANT"
87515,"CHG HEPATITIS B, DNA, DIR PROBE"
87516,"CHG HEPATITIS B , DNA, AMP PROBE"
87517,"HEPATITIS B VIRUS, QUANT"
87520,"CHG HEPATITIS C , RNA, DIR PROBE"
87521,"HEPATITIS C RNA, QUALITATIVE"
87522,HEPATITIS C QUANTITATIVE PCR
87525,"CHG HEPATITIS G , DNA, DIR PROBE"
87526,"CHG HEPATITIS G, DNA, AMP PROBE"
87527,"CHG HEPATITIS G, DNA, QUANT"
87528,"CHG HSV, DNA, DIR PROBE"
87529,"HSV, DNA, AMP PROBE"
87530,"HSV, DNA, QUANT"
87531,"CHG HHV-6, DNA, DIR PROBE"
87532,"CHG HHV-6, DNA, AMP PROBE"
87533,"CHG HHV-6, DNA, QUANT"
87534,"CHG HIV-1, DNA, DIR PROBE"
87535,CHG IADNA HIV-1 AMPLIFIED PROBE & REVERSE TRANSCRPJ
87536,HIV QUANTITATIVE RT PCR
87537,"CHG HIV-2, DNA, DIR PROBE"
87538,CHG IADNA HIV-2 AMPLIFIED PROBE & REVERSE TRANSCRIPJ
87539,CHG IADNA HIV-2 QUANT & REVERSE TRANSCRIPTION
87540,"CHG LEGION PNEUMO, DNA, DIR PROB"
87541,"LEGION PNEUMO, DNA, AMP PROB"
87542,"CHG LEGION PNEUMO, DNA, QUANT"
87550,"CHG MYCOBACTERIA, DNA, DIR PROBE"
87551,"CHG MYCOBACTERIA, DNA, AMP PROBE"
87552,"CHG MYCOBACTERIA, DNA, QUANT"
87555,"CHG M.TUBERCULO, DNA, DIR PROBE"
87556,CSF MYCOBACTERIUM TUBERCULOSIS BY PCR
87557,"CHG M.TUBERCULO, DNA, QUANT"
87560,"CHG M.AVIUM-INTRA, DNA, DIR PROB"
87561,"CHG M.AVIUM-INTRA, DNA, AMP PROB"
87562,"CHG M.AVIUM-INTRA, DNA, QUANT"
87563,"CB SURESWAB MYCOPLASMA GENITALIUM, REAL-TIME PCR"
87580,"CHG M.PNEUMON, DNA, DIR PROBE"
87581,"M.PNEUMON, DNA, AMP PROBE"
87582,"CHG M.PNEUMON, DNA, QUANT"
87590,"N.GONORRHEA, DNA, DIR PROB"
87591,NEISSERIA GONORRHEA PCR METHOD
87592,"CHG N.GONORRHOEAE, DNA, QUANT"
87620,"CHG HPV, DNA, DIR PROBE"
87621,"HPV, DNA, AMP PROBE"
87622,"CHG HPV, DNA, QUANT"
87623,"CB ONESWAB (MDL), WEST REGION ONLY, HPV TYPE-DETECT 3.0, RT-PCR"
87624,CHG IADNA HUMAN PAPILLOMAVIRUS HIGH-RISK TYPES
87625,CHG IADNA HUMAN PAPILLOMAVIRUS TYPES 16 & 18 ONLY
87631,CHG IADNA RESPIRATRY PROBE & REV TRNSCR 3-5 TARGETS
87632,CHG IADNA RESPIRATRY PROBE & REV TRNSCR 6-11 TARGETS
87633,HB IRESPIRATORY MULTI PCR PANEL
87634,CHG IADNA DNA/RNA RSV AMPLIFIED PROBE TECHNIQUE
87635,CB DIRECT COVID-19 RT-PCR
87636,"CB SARS COV-2 RNA (COVID-19) AND INFLUENZA A AND B, QUALITTIVE NAAT"
87640,"PR STAPH A, DNA, AMP PROBE"
87641,"MR-STAPH, DNA, AMP PROBE"
87650,"CHG STREP A, DNA, DIR PROBE"
87651,"CHG STREP A, DNA, AMP PROBE"
87652,"CHG STREP A, DNA, QUANT"
87653,HB - GROUP B STREPTOCOCCUS PCR
87660,"PR CHG TRICHOMONAS VAGIN, DIR PROBE"
87661,CHG IADNA TRICHOMONAS VAGINALIS AMPLIFIED PROBE TECH
87662,CHG IADNA DNA/RNA ZIKA VIRUS AMPLIFIED PROBE TQ
87789,BORDETELLA PERTUSSIS DNA QUALITATIVE BY PCR
87797,"DETECT AGENT NOS, DNA, DIR"
87798,"HB WEST NILE VIRUS, RNA, RT-PCR"
87799,"DETECT AGENT NOS, DNA, QUANT"
87800,"CHG DETECT AGENT, MULT ORGS, DNA, DIR"
87801,"DETECT AGNT MULT, DNA, AMPLI"
87802,"CHG DETECT AGENT,IMMUN,DIR OBS,STREP B"
87803,CLOSTRIDIUM TOXIN A W/OPTIC
87804,POCT INFLUENZA
87806,CHG IAADIADOO HIV1 ANTIGEN W/HIV1 & HIV2 ANTIBODIES
87807,HB - RESPIRATORY SYNCYTIAL VIRUS TEST; DIRECT OPTIC OBSERVATION
87808,PR TRICHOMONAS ASSAY W/OPTIC
87809,ADENOVIRUS ASSAY W/OPTIC
87810,CHG CHYLMD TRACH ASSAY W/OPTIC
87811,HB POCT BINAXNOW CORONAVIRUS (COVID-19) ANTIGEN TEST
87850,CHG N. GONORRHOEAE ASSAY W/OPTIC
87880,PR CHG STREP A ASSAY W/OPTIC
87899,AGENT NOS ASSAY W/OPTIC
87900,"PHENOTYPE, INFECT AGENT DRUG"
87901,"GENOTYPE, DNA, HIV REVERSE T"
87902,HEPATITIS C GENOTYPE
87903,"CHG HIV 1,PHENOTYP ANALYS DNA/RNA,1-10 DRUGS"
87904,"HB - HIV PHENOTYPE, EACH ADDITIONAL DRUG"
87905,HB BACTERIAL VAGINOSIS (BV BLUE)
87906,GENOTYPE DNA HIV REVERSE T
87910,CHG NFCT AGT GENOTYPE NUCLEIC ACID CYTOMEGALOVIRUS
87912,CHG NFCT AGENT GENOTYPE HEPATITIS B VIRUS
87999,MICROBIOLOGY PROCEDURE
88000,"AUTOPSY (NECROPSY), GROSS"
88005,"AUTOPSY (NECROPSY), GROSS"
88007,"AUTOPSY (NECROPSY), GROSS"
88012,"AUTOPSY (NECROPSY), GROSS"
88014,"AUTOPSY (NECROPSY), GROSS"
88016,"AUTOPSY (NECROPSY), GROSS"
88020,"AUTOPSY (NECROPSY), COMPLETE"
88025,"AUTOPSY (NECROPSY), COMPLETE"
88027,"AUTOPSY (NECROPSY), COMPLETE"
88028,"AUTOPSY (NECROPSY), COMPLETE"
88029,"AUTOPSY (NECROPSY), COMPLETE"
88036,"CHG LTD AUTOPSY,REGIONAL"
88037,"CHG LTD AUTOPSY,SINGLE ORGAN"
88040,CHG FORENSIC AUTOPSY (NECROPSY)
88045,CHG CORONER'S AUTOPSY (NECROPSY)
88048,CHG BASIC METABOLIC PANEL
88099,CHG NECROPSY (AUTOPSY) UNLISTED
88104,"CYTOLOGY, BODY FLUIDS"
88106,"CYTOPATHOLOGY, FLUIDS"
88107,"CHG CYTOPATH FLUIDS,SMEAR/FILTER,INTERP"
88108,"CYTOPATH, CONCENTRATE TECH"
88112,CYTOPATHOLOGY SELECT CELLULAR ENHANCMNT W INTERPRETATION
88120,"CB BLADDER CANCER, FISH, URINE"
88121,"CHG CYTOPATH, INSITU HYBRID URINE SPEC 3-5 PROBES EACH,COMPUTER ASSIST"
88125,CHG FORENSIC CYTOPATHOLOGY
88130,"CHG SEX CHROMATIN ID,BARR BODIES"
88140,"CHG SEX CHROMATIN ID,PMN  DRUMSTICK"
88141,"CYTOPATH, C/V, INTERPRET MD"
88142,"CYTOLOGY, PAP SMEAR, THIN PREP"
88143,CHG CYTOPATH CERV/VAG THIN LAYER REDO
88144,CHG CODE DELETED FOR 2003
88145,CHG CODE DELETED FOR 2003
88147,CHG CYTOPATH SMEAR CERV/VAG AUTOMATED
88148,"CYTOPATH, C/V, AUTO RESCREEN"
88150,"CYTOLOGY, PAP SMEAR"
88151,"CYTOPATHOLOGY, INTERP BY PHYSICIAN"
88152,"CHG CYTOPATH SMEAR CERV/VAG,AUTO REDO"
88153,CHG CYTOPATH SMEAR CERV/VAG REDO
88154,CHG CYTOPATH SMEAR CERV/VAG SELECT
88155,"CHG CYTOPATH SMEAR CERV/VAG,INDEX ADD-ON"
88156,"CYTOPATH CERV/VAG,TBS SMEAR BY TECH"
88157,TBS SMEAR/INTERP (BETHESDA SYSTEM)
88158,CYTOPATH CERV/VAG TBS AUTO
88160,"CHG CYTOPATH,OTHR SOURC,SCREEN,INTERP"
88161,"CHG CYTOPATH,OTHR SOURC,PREP,SCRN,INTERP"
88162,"CHG CYTOPATH,OTHR SOURC,EXTENSIVE"
88164,"CYTOLOGY, PAP SMEAR"
88165,CHG CYTOPATH TBS CERV/VAG REDO
88166,CHG CYTOPATH TBS CERV/VAG AUTO REDO
88167,CHG CYTOPATH TBS CERV/VAG SELECT
88170,FINE NEEDLE ASPIRATION
88171,FINE NEEDLE ASPIRATION
88172,CYTOPATHOLOGY EVAL OF FNA
88173,"CYTOPATH EVAL, FNA, INTERPRET & REPORT"
88174,"CYTOPATH, C/V AUTO, IN FLUID"
88175,CYTOPATH C/V AUTO FLUID REDO
88177,CYTP C/V AUTO THIN LYR ADDL
88180,CHG DELETED 2005
88182,"CHG CELL MARKER STUDY,DNA"
88184,"FLOWCYTOMETRY/ TC, 1 MARKER"
88185,"FLOWCYTOMETRY/TC, ADD-ON"
88187,"FLOWCYTOMETRY/READ, 2-8"
88188,"FLOWCYTOMETRY/READ, 9-15"
88189,"FLOWCYTOMETRY/READ, 16 & >"
88199,CHG CYTOPATH PROCEDURE UNLISTED
88207,"HB AUTOPSY, GROSS & MICROSCOPIC, W/BRAIN AND SPINAL CORD"
88230,"CHG TISSUE CULTURE, LYMPHOCYTE"
88233,"PR CHG TISSUE CULTURE, SKIN/BIOPSY"
88235,"PR CHG TISSUE CULTURE, PLACENTA"
88237,"CHG TISSUE CULTURE, BONE MARROW"
88239,"CHG TISSUE CULTURE, TUMOR"
88240,CELL CRYOPRESERVE/STORAGE
88241,FROZEN CELL PREPARATION
88245,"CHROMOSOME ANALYSIS, 20-25"
88248,"CHG CHROMOSOME ANAL:BREAKGE,50-100 CELLS"
88249,"CHG CHROMOSOME ANAL:BREAKGE,100 CELLS"
88250,"CHROMOSOME ANALYSIS, FRAGILE X"
88256,"HB REF REFLEX PURKINGE (YO) ANTIBODY, TITER"
88260,"CHROMOSOME ANALYSIS, 5 CELLS"
88261,"CHG CHROMOSOME ANAL:5 CELLS,1 KARYOTYPE"
88262,"CHG CHROMOSOME ANAL:15-20,2 KARYOTYPES"
88263,"CHG CHROMOSOME ANAL:45 CELLS,MOSAICISM"
88264,CHG CHROMOSOME ANALYSIS:20-25
88266,"HB REF CNS DEMYELINATING DISEASE EVALUATION, REFLEX, (NMO)/AQUAPORIN-4-IGG TITER (MAYO)"
88267,CHG CHROMOSOME ANALY:PLACENTA
88269,CHG CHROMOSOME ANALY:AMNIOTIC
88271,"CHG CYTOGENETICS, DNA PROBE"
88272,"CHG CYTOGENETICS, 3-5"
88273,"CHG CYTOGENETICS, 10-30"
88274,"CYTOGENETICS, 25-99"
88275,"CHG CYTOGENETICS, 100-300"
88280,CHG CHROMOSOME KARYOTYPE STUDY
88283,CHG CHROMOSOME BANDING STUDY
88285,CHG CHROMOSOME COUNT:ADDN CELLS
88289,CHG CHROMOSOME STUDY:ADDN HI RES
88291,CYTO/MOLECULAR REPORT
88299,CHG CYTOGENETIC STUDY
88300,"PR CHG SURG PATH,GROSS,LEVEL I"
88302,"PR CHG SURG PATH,LEVEL II"
88304,"PR CHG SURG PATH,LEVEL III"
88305,"PR CHG SURG PATH,LEVEL IV"
88307,"PR CHG SURG PATH,LEVEL V"
88309,"PR CHG SURG PATH,LEVEL VI"
88311,PR CHG DECALCIFY TISSUE
88312,PR SPECIAL STAIN GROUP 1 MICROORGANISMS I&R
88313,PR SPCL STN 2 I&R EXCPT MICROORG/ENZYME/IMCYT&IMHIS
88314,HISTOCHEMICAL STAIN
88318,CHEMICAL HISTOCHEMISTRY
88319,ENZYME HISTOCHEMISTRY
88321,CONSULTATION AND REPORT ON REFERRED SLIDES PREPARED ELSEWHERE
88323,CONSULTATION AND REPORT ON REFERRED MATERIAL REQUIRING PREPARATION OF SLIDES
88324,"HB IP TRIMETHYL HISTONE, INTERP 1ST IP"
88325,"CONSULTATION, COMPREHENSIVE, W REVIEW OF RECORDS AND SPECIMENS"
88329,PATH CONSULT INTROP
88331,"PATH CONSULT INTRAOP W FROZEN SECTION, FIRST TISSUE BLOCK"
88332,"PATH CONSULT INTRAOP, ADDL"
88333,"PATHOLOGY CONSULT DURING SURGERY, CYTOLOGIC EXAM, INITIAL SITE"
88334,"INTRAOP CYTO PATH CONSULT, 2"
88341,"HB - IP ALK CDX ASSAY, ADDT'L IP"
88342,PR CHG IMHISTOCHEM/CYTCHM INIT ANTIBODY STAIN PROCEDURE
88343,CHG IMHISTOCHEM/CYTCHM EA ADDL ANTIBODY SLIDE
88344,CHG IMHISTOCHEM/CYTCHM EA MULTIPLEX ANTIBODY SLIDE
88346,CHG IMMUNOFLUORESCENCE PER SPEC 1ST SINGL ANTB STAIN
88347,"CHG IMMUNOFLUORESCENT STUDY,INDIRECT"
88348,ELECTRON MICROSCOPY
88349,CHG SCANNING ELECTRON MICROSCOPY
88350,CHG IMMUNOFLUORESCENCE PER SPEC ADD SINGL ANTB STAIN
88355,"ANALYSIS, SKELETAL MUSCLE"
88356,"ANALYSIS, NERVE"
88358,"ANALYSIS, TUMOR"
88360,PR CHG M/PHMTRC ALYS TUMOR IMHCHEM EA ANTIBODY MANUAL
88361,CHG M/PHMTRC ALYS TUMOR IMHCHEM EA ANTBDY CMPTR ASST
88362,CHG NERVE TEASING PREPARATIONS
88363,HB EXAMINE/SELECT TISSUE-MOLECULAR DIAGNOSTICS
88364,CHG IN SITU HYBRIDIZATION EA ADDL PROBE STAIN
88365,"IN SITU HYBRIDIZATION EG FISH, EACH PROBE"
88366,CHG IN SITU HYBRIDIZATION EA MULTIPLEX PROBE STAIN
88367,CHG M/PHMTRC ALYS ISH CPTR-ASST TECH 1ST PROBE STAIN
88368,"INSITU HYBRIDIZATION, MANUAL"
88369,"CB INSITU HYBRIDIZATION, QUANT, SINGLE PRODE, ADDT'L"
88371,"CHG PROTEIN, WESTERN BLOT TISSUE"
88372,CHG PROTEIN ANALYSIS W/PROBE
88373,CHG M/PHMTRC ALYS ISH QUANT/SEMIQ CPTR PER SPEC EACH
88374,CHG M/PHMTRC ALYS ISH QUANT/SEMIQ CPTR EACH MULTIPRB
88375,CHG OPTICAL ENDOMICROSCOPIC IMAGE INTERP & REPORT
88377,"CB IN SITU HYBRIDIZATION (ISH), MANU, EA MULTIPLEX"
88380,MICRODISSECTION
88381,HB MICRODISSECTION MANUAL
88384,"EVAL MOLECULAR PROBES, 11-50"
88385,"EVAL  MOLECUL PROBES, 51-250"
88386,"EVAL MOLECUL PROBES, 251-500"
88387,"HB MACRO EXAM, DISSECT, PREP"
88388,HB MACRO EXAM DISSECT MOLEC STUDY ADD-ON EA
88399,HB NGS SPECIMEN ACQUISITION & SLIDE PREPARATION
88400,BILIRUBIN TOTAL TRANSCUT
88635,"HB REF BABESIA PANEL 2, BABESIA FISH"
88720,BILIRUBIN TOTAL TRANSCUT
88738,CHG HGB QUANTITATIVE TRANSCUTANEOUS
88740,"CHG CARBOXYHEMOGLOBIN, TRANSCUTANEOUS, PER DAY"
88741,"CHG METHEMOGLOBIN, TRANSCUTANEOUS, PER DAY"
88749,CHG UNLISTED IN VIVO LAB SERVICE
88888,NL NO LEVEL OF SERVICE BILLED
89049,CHCT FOR MAL HYPERTHERMIA
89050,BODY FLUID CELL COUNT
89051,BODY FLUID CELL COUNT W/DIFFERENTIAL
89055,"LEUKOCYTE COUNT, FECAL"
89060,"CRYSTAL IDENTIFICATION, FLUID"
89100,CHG SAMPLE INTESTINAL CONTENTS
89105,CHG SAMPLE INTESTINAL CONTENTS
89125,CHG SPECIMEN FAT STAIN
89130,CHG STOMACH CONTENTS
89132,"CHG STOMACH CONTENTS,POST STIM"
89135,"CHG STOMACH CONTENTS,FRAC,1 HR"
89136,"CHG STOMACH CONTENTS,FRAC,2 HR"
89140,"CHG STOMACH CONTENTS,FRAC,2 HR W STIM"
89141,"CHG STOMACH CONTENTS,FRAC,3 HR W STIM"
89160,CHG EXAM FECES FOR MEAT FIBERS
89190,CHG NASAL SMEAR FOR EOSINOPHILS
89220,CHG SPUTUM SPECIMEN COLLECTION
89225,"CHG STARCH GRANULES, FECES"
89230,CHG COLLECT SWEAT FOR TEST
89235,CHG WATER LOAD TEST
89240,CHG PATHOLOGY LAB PROCEDURE
89250,FERTILIZATION OOCYTE <4 DAYS
89251,CHG CULTURE OOCYTE W/EMBRYOS
89252,ASSIST OOCYTE FERTILIZATION
89253,EMBRYO HATCHING
89254,OOCYTE IDENTIFICATION
89255,PR CHG PREPARE EMBRYO FOR TRANSFER
89256,PREPARE CRYOPRESERVED EMBRYO
89257,CHG SPERM IDENTIFICATION
89258,"CRYOPRESERVATION, EMBRYO"
89259,"CRYOPRESERVATION, SPERM"
89260,"SPERM ISOLATION, SIMPLE PREP"
89261,"PR CHG SPERM ISOLATION, COMPLEX"
89264,CHG SPERM TISSUE IDENTIFY
89268,INSEMINATION OF OOCYTES
89272,FERTILIZATION OOCYTE 4-7 DAYS
89280,ASST OOCYTE FERT </= 10
89281,ASST OOCYTE FERT > 10
89290,BX OOCYTE POLAR EMBRYO </=5
89291,BX OOCYTE POLAR EMBRYO >5
89300,POCT SEMEN
89310,"CHG SEMEN ANALYSIS,MOTIL & COUNT W/O HUHNER"
89320,"SEMEN ANALYSIS, COMPLETE"
89321,SEMEN ANAL-PRESENCE &/OR MOTIL
89322,"POCT SEMEN ANAL, STRICT CRITERIA"
89325,CHG SPERM ANTIBODY TEST
89329,CHG SPERM EVALUATION TEST
